name,2015xrapm,2015oxrapm,2015dxrapm,2014xrapm,2014oxrapm,2014dxrapm,2013xrapm,2013oxrapm,2013dxrapm,2012xrapm,2012oxrapm,2012dxrapm,2011xrapm,2011oxrapm,2011dxrapm,2010xrapm,2010oxrapm,2010dxrapm,2009xrapm,2009oxrapm,2009dxrapm,2008xrapm,2008oxrapm,2008dxrapm,2007xrapm,2007oxrapm,2007dxrapm,2006xrapm,2006oxrapm,2006dxrapm,2005xrapm,2005oxrapm,2005dxrapm,
Jason Smith,-4.69,-1.03,-3.66,-0.83,-0.24,-0.59,-0.41,-0.83,0.42,0.53,-0.29,0.82,-0.1,-0.68,0.58,-0.84,-0.41,-0.43,,,,-0.52,-0.47,-0.05,,,,,,,,,,
Sean Williams,,,,,,,,,,0.4,0.02,0.38,,,,-0.52,-1.31,0.8,-1.01,-0.23,-0.78,-2.48,-1.41,-1.06,,,,,,,,,,
Aaron Gordon,-1.99,-1.13,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelvin Mack,-0.79,-0.37,-0.42,0.52,0.78,-0.26,-0.81,-0.18,-0.63,-0.6,-0.93,0.33,,,,,,,,,,,,,,,,,,,,,,
Enes Kanter,-1.35,1.5,-2.86,-4.86,-1.58,-3.28,0.44,-0.65,1.09,-3.05,-2.44,-0.61,,,,,,,,,,,,,,,,,,,,,,
Hilton Armstrong,,,,-0.04,-0.03,-0.01,,,,,,,-1.67,-1.74,0.07,-1.03,-1.52,0.49,-2.48,-2.73,0.24,-2.17,-1.34,-0.83,-0.59,-1.22,0.63,,,,,,,
Adreian Payne,-3.52,-0.95,-2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omri Casspi,-1.68,-0.23,-1.45,1.35,0.25,1.1,-1.45,-1.97,0.52,-4.46,-3.17,-1.29,-1.0,0.52,-1.52,0.04,-0.33,0.37,,,,,,,,,,,,,,,,
Brook Lopez,-1.55,-0.9,-0.65,-1.53,-1.13,-0.4,2.91,1.3,1.61,-0.86,-0.56,-0.3,-1.42,-0.56,-0.86,-3.27,-1.85,-1.41,-0.36,-0.55,0.19,,,,,,,,,,,,,
Brandon Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03,-0.26,-0.77,
Joel Freeland,1.02,-0.23,1.24,-0.07,-0.06,-0.01,-3.12,-3.06,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Cato,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-1.03,0.14,-1.45,-1.97,0.52,1.77,-0.22,1.99,
Rasheed Wallace,,,,,,,-0.42,-0.96,0.54,,,,,,,-0.13,-0.41,0.27,2.21,0.97,1.24,2.53,0.49,2.04,1.07,0.39,0.68,3.46,1.88,1.58,2.31,0.04,2.27,
Ryan Bowen,,,,,,,,,,,,,,,,-0.11,-0.08,-0.03,-0.93,-0.43,-0.51,-0.31,-0.62,0.31,,,,-1.77,-2.56,0.79,1.34,-0.08,1.42,
Amir Johnson,0.65,0.54,0.11,1.52,0.75,0.77,4.49,2.73,1.76,1.58,0.41,1.17,2.1,1.47,0.63,1.47,0.19,1.29,1.63,-0.75,2.38,2.53,0.32,2.21,-0.51,-0.19,-0.32,-1.12,-0.42,-0.7,,,,
Nikola Pekovic,1.28,-0.1,1.38,2.73,0.7,2.02,1.06,1.14,-0.08,-0.32,0.84,-1.17,-2.98,-2.76,-0.22,,,,,,,,,,,,,,,,,,,
Eugene Jeter,,,,,,,,,,,,,-1.7,-1.29,-0.41,,,,,,,,,,,,,,,,,,,
Ronnie Brewer,,,,-1.64,-0.58,-1.06,-0.68,-0.42,-0.26,1.54,-0.26,1.8,1.17,-1.45,2.62,-0.51,-0.86,0.35,0.38,0.63,-0.25,1.62,1.05,0.56,-2.11,-1.45,-0.66,,,,,,,
Arinze Onuaku,-0.96,-0.1,-0.86,-0.64,-0.11,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic McGuire,,,,,,,-1.66,-0.86,-0.8,-1.58,-1.36,-0.22,-2.12,-1.63,-0.49,-3.06,-2.07,-0.98,-2.21,-0.34,-1.87,-3.75,-2.35,-1.4,,,,,,,,,,
Juwan Howard,,,,,,,-0.72,-0.11,-0.61,-1.21,-1.46,0.25,-0.48,0.25,-0.74,-2.04,-1.13,-0.92,-2.28,-0.9,-1.38,-2.16,-0.95,-1.2,-0.72,0.56,-1.28,-3.91,-3.45,-0.45,-0.15,-0.54,0.39,
Jordan Hamilton,-1.06,-0.35,-0.71,-2.79,-2.08,-0.71,-0.95,-0.37,-0.58,0.51,0.98,-0.46,,,,,,,,,,,,,,,,,,,,,,
Phil Pressey,-1.65,-1.69,0.04,-0.38,-0.2,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-0.03,0.35,-1.78,-0.77,-1.01,
Rob Kurz,,,,,,,,,,,,,,,,,,,-3.02,-2.38,-0.64,,,,,,,,,,,,,
Shelden Williams,,,,,,,,,,-2.32,-0.77,-1.56,-1.94,-1.73,-0.22,1.16,-0.11,1.26,-1.29,-1.05,-0.24,-0.49,-0.73,0.24,-3.02,-2.25,-0.76,,,,,,,
Josh Boone,,,,,,,,,,,,,,,,-1.62,-1.98,0.36,-1.02,-0.03,-0.99,-1.31,-0.25,-1.06,0.53,0.19,0.34,,,,,,,
Jared Cunningham,-0.14,-0.17,0.03,-0.19,-0.35,0.16,-0.74,-0.33,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,,,,-1.39,-1.52,0.12,-0.21,-1.23,1.02,-1.32,-1.92,0.61,0.49,-1.01,1.51,2.32,0.13,2.2,-0.82,-0.67,-0.15,-0.52,-3.0,2.48,1.44,-0.78,2.22,0.7,-0.03,0.74,-0.71,-1.55,0.84,
Andrew Wiggins,-3.27,-0.56,-2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie House,,,,,,,,,,,,,0.41,-0.3,0.71,-0.37,-1.17,0.8,0.85,1.05,-0.2,2.76,0.98,1.78,-2.09,-0.02,-2.06,-1.61,-1.25,-0.36,-1.3,0.27,-1.57,
Bryon Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,-0.29,-0.14,-1.42,-2.67,1.25,
Joe Ingles,-2.24,-1.83,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.74,-2.48,-0.26,
Nik Stauskas,-2.09,-0.51,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Machado,,,,,,,-1.13,-0.95,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Blount,,,,,,,,,,,,,,,,,,,-0.07,-0.07,0.0,-2.92,-3.45,0.53,-3.09,-1.49,-1.6,-2.8,-1.59,-1.21,-1.45,-2.05,0.6,
Steve Francis,,,,,,,,,,,,,,,,,,,,,,-0.53,-0.65,0.12,0.49,0.62,-0.13,-2.01,-1.54,-0.47,1.33,1.42,-0.09,
Keith McLeod,,,,,,,,,,,,,,,,,,,,,,,,,-1.62,-0.54,-1.08,-2.15,-1.89,-0.27,-0.76,-1.11,0.34,
Nate Robinson,-2.97,-2.46,-0.51,1.9,0.7,1.2,0.19,1.19,-1.01,1.13,2.02,-0.89,-0.78,-0.51,-0.27,-1.08,-0.04,-1.04,0.84,1.27,-0.43,-0.26,0.84,-1.11,-0.19,-0.3,0.11,-0.47,-0.39,-0.07,,,,
Maurice Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.33,0.12,
James Nunnally,,,,-1.03,-1.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ira Newble,,,,,,,,,,,,,,,,,,,,,,-3.44,-2.25,-1.2,-0.27,-0.12,-0.15,-0.57,-0.37,-0.21,-1.4,-1.58,0.18,
O.J. Mayo,-0.92,-0.87,-0.05,-4.26,-3.37,-0.89,0.04,-0.07,0.11,-0.54,-0.21,-0.34,0.64,2.34,-1.7,-1.71,-0.22,-1.49,-2.19,-0.36,-1.83,,,,,,,,,,,,,
Zach LaVine,-5.82,-2.46,-3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Tinsley,,,,-1.19,-0.91,-0.28,0.11,-0.52,0.63,-1.01,0.19,-1.2,,,,0.76,0.42,0.34,,,,0.96,0.07,0.88,-1.52,-1.58,0.06,-0.87,-1.34,0.47,1.97,1.14,0.83,
Sim Bhullar,-0.43,-0.17,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,-0.44,-1.19,0.75,-2.78,-1.32,-1.46,-4.97,-3.05,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,
Jumaine Jones,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,-0.74,-0.11,-2.18,-1.12,-1.06,0.33,1.13,-0.8,
Maurice Taylor,,,,,,,,,,,,,,,,,,,,,,,,,0.44,-0.53,0.96,-1.36,-0.92,-0.43,-1.27,-1.49,0.22,
LeBron James,5.78,3.83,1.96,3.14,3.67,-0.53,5.07,4.78,0.29,5.77,4.23,1.54,3.13,2.07,1.06,6.43,4.93,1.5,6.5,3.95,2.55,3.44,3.21,0.23,4.43,2.31,2.12,3.13,3.11,0.02,1.51,1.14,0.38,
Zeljko Rebraca,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.07,-3.0,-1.06,0.32,-0.66,0.98,
James Southerland,,,,-0.24,-0.23,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Leuer,-1.24,-2.27,1.02,-1.01,0.27,-1.28,-2.32,-1.6,-0.72,0.03,0.18,-0.15,,,,,,,,,,,,,,,,,,,,,,
Laron Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.33,-1.84,0.51,-1.3,-1.01,-0.28,
Andre Roberson,2.52,0.16,2.36,0.04,-0.38,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasib Powell,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.52,0.29,,,,,,,,,,
Bernard Robinson,,,,,,,,,,,,,,,,,,,,,,,,,-2.17,-2.1,-0.07,-0.58,-0.75,0.18,-2.44,-1.57,-0.87,
Robert Sacre,-0.22,-0.96,0.74,-2.19,-1.39,-0.8,-1.36,-0.82,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Edwards,,,,-0.59,-0.34,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iman Shumpert,2.45,0.91,1.54,2.83,0.85,1.98,-0.76,-1.22,0.46,1.58,1.14,0.43,,,,,,,,,,,,,,,,,,,,,,
Quincy Pondexter,-0.34,-0.62,0.28,-2.96,-1.2,-1.76,0.78,0.97,-0.18,0.5,-0.04,0.54,-1.92,-1.76,-0.15,,,,,,,,,,,,,,,,,,,
Britton Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46,-0.85,-0.61,
Kenny Thomas,,,,,,,,,,,,,,,,0.37,0.91,-0.53,-0.3,-0.22,-0.08,-2.72,-2.1,-0.62,-2.49,-1.78,-0.71,-2.43,-2.46,0.02,-1.61,-0.08,-1.53,
Ben Handlogten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,-0.12,-1.01,
Avery Bradley,0.19,-0.81,1.0,0.78,0.14,0.65,0.0,-1.01,1.01,2.27,-0.45,2.72,-1.34,-1.17,-0.16,,,,,,,,,,,,,,,,,,,
Steve Blake,0.1,0.16,-0.05,-0.88,-1.43,0.55,-0.51,-0.68,0.17,-1.04,-0.69,-0.34,0.17,-0.15,0.32,-1.06,-0.12,-0.94,1.91,1.96,-0.04,1.3,0.98,0.33,-0.98,0.28,-1.25,-2.54,-0.1,-2.44,-2.18,-1.57,-0.61,
Mark Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,-0.31,-0.24,
Royce White,,,,-0.53,-0.17,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Foye,-2.72,-1.46,-1.27,-0.87,-0.21,-0.66,-1.18,-0.37,-0.81,-2.23,-1.45,-0.78,-2.19,-0.59,-1.6,-3.6,-2.19,-1.41,-0.18,1.43,-1.61,-1.74,-0.49,-1.25,-2.77,-0.98,-1.79,,,,,,,
Luke Walton,,,,,,,-0.14,0.18,-0.31,-1.73,-1.34,-0.39,0.11,-0.91,1.02,-0.99,-0.36,-0.63,1.31,-0.21,1.51,0.74,0.34,0.4,-0.36,0.13,-0.49,-0.28,-0.59,0.32,-2.66,-2.01,-0.65,
Jason Kidd,,,,,,,0.19,0.04,0.15,1.23,-0.01,1.24,0.6,0.16,0.44,1.69,0.52,1.17,3.17,1.31,1.87,1.37,0.58,0.79,1.88,1.32,0.56,1.22,1.28,-0.06,4.26,2.89,1.38,
Ryan Hollins,-1.15,-1.42,0.26,1.08,0.0,1.07,0.47,-0.38,0.85,-0.88,-2.35,1.47,-1.05,-0.32,-0.73,-5.14,-2.98,-2.16,0.07,-0.67,0.74,-0.96,-0.13,-0.83,-3.32,-1.61,-1.71,,,,,,,
Chris McCray,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,-0.26,-0.22,,,,,,,
Kosta Koufos,1.45,-1.25,2.7,0.69,-1.21,1.9,1.79,0.65,1.14,0.87,0.55,0.33,-1.22,-0.37,-0.85,-2.34,-1.6,-0.74,-1.15,-1.36,0.2,,,,,,,,,,,,,
Jeremy Richardson,,,,,,,,,,,,,,,,,,,-1.42,-0.92,-0.5,-1.94,-1.01,-0.94,-0.33,0.3,-0.62,,,,,,,
Marcus Banks,,,,,,,,,,,,,-0.39,-0.24,-0.15,-1.24,-1.38,0.14,-2.9,-2.11,-0.78,-1.95,-0.59,-1.36,-4.57,-2.76,-1.81,-1.88,-1.2,-0.67,0.34,-1.47,1.8,
Channing Frye,-1.86,-0.98,-0.87,3.09,2.61,0.48,,,,1.91,2.01,-0.09,0.3,0.85,-0.55,3.24,3.52,-0.28,-3.41,-1.56,-1.85,0.88,0.35,0.53,-1.09,-1.6,0.51,-0.34,-0.48,0.14,,,,
Bobby Simmons,,,,,,,,,,-1.25,-0.73,-0.52,-0.34,-0.21,-0.13,-0.26,-1.35,1.09,1.1,1.18,-0.07,-1.96,-1.43,-0.53,,,,0.4,-0.46,0.87,1.01,0.02,1.0,
Fred Hoiberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,2.54,-0.28,
Javaris Crittenton,,,,,,,,,,,,,,,,,,,-2.7,-0.48,-2.22,-0.64,-0.99,0.35,,,,,,,,,,
Terrel Harris,,,,,,,-0.19,-0.88,0.69,-2.56,-1.58,-0.99,,,,,,,,,,,,,,,,,,,,,,
Brent Barry,,,,,,,,,,,,,,,,,,,-0.33,-0.42,0.09,-0.17,1.0,-1.17,0.12,1.0,-0.88,1.6,0.44,1.16,1.01,-0.07,1.08,
Vander Blue,-1.81,-0.84,-0.98,-0.25,-0.16,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Young,0.07,-0.12,0.19,1.2,1.8,-0.61,-2.03,-1.54,-0.49,-1.12,-0.48,-0.65,-1.99,-1.23,-0.76,-0.0,0.13,-0.13,0.04,-0.7,0.74,-4.06,-2.28,-1.78,,,,,,,,,,
Eric Snow,,,,,,,,,,,,,,,,,,,,,,-2.04,-1.97,-0.08,-1.84,-2.35,0.51,0.96,-1.25,2.21,1.54,0.12,1.42,
Ricky Rubio,1.83,0.11,1.72,3.87,2.33,1.54,-0.13,-0.55,0.42,1.45,-0.45,1.89,,,,,,,,,,,,,,,,,,,,,,
Ike Diogu,,,,,,,,,,-0.17,0.09,-0.26,-1.19,-0.64,-0.55,,,,-2.34,-0.91,-1.42,-2.37,-1.25,-1.12,-1.18,-2.15,0.97,-2.39,-1.21,-1.18,,,,
Joffrey Lauvergne,-3.3,-1.89,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Jefferson,1.29,-0.08,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaJuan Summers,,,,,,,-0.39,-0.26,-0.13,-1.02,-0.49,-0.53,-0.84,-0.5,-0.34,-2.97,-2.32,-0.65,,,,,,,,,,,,,,,,
Jeremy Tyler,,,,-1.58,-0.19,-1.39,-0.24,-0.54,0.3,-2.07,-1.02,-1.05,,,,,,,,,,,,,,,,,,,,,,
Chris Bosh,0.06,-0.07,0.14,3.55,1.45,2.09,0.57,0.6,-0.03,2.98,1.33,1.64,4.24,1.05,3.18,2.14,1.44,0.7,1.34,1.26,0.07,3.91,2.49,1.42,1.46,1.33,0.13,1.52,1.75,-0.24,1.14,0.66,0.49,
Pape Sy,,,,,,,,,,,,,-0.51,-0.41,-0.1,,,,,,,,,,,,,,,,,,,
Jim Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26,-1.77,0.51,-1.4,-2.02,0.62,
Kevin Ollie,,,,,,,,,,,,,,,,-1.56,-0.99,-0.57,-1.74,-0.75,-0.99,-0.01,-0.15,0.14,-2.37,-1.7,-0.67,-3.54,-2.52,-1.01,-0.11,-0.47,0.36,
Quentin Richardson,,,,,,,-0.77,-0.76,-0.01,-1.16,-2.08,0.92,-0.24,-0.46,0.21,1.33,0.85,0.47,-0.49,0.07,-0.56,-1.97,-1.65,-0.31,0.08,0.34,-0.26,-3.22,-1.88,-1.34,1.48,0.93,0.55,
Ian Clark,-1.55,-0.61,-0.94,-0.05,-0.68,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Jones,,,,,,,,,,,,,,,,,,,,,,0.74,-0.04,0.78,0.08,-1.49,1.57,2.76,1.89,0.87,3.53,1.03,2.51,
MarShon Brooks,,,,0.24,0.17,0.08,-1.56,-1.51,-0.04,-4.74,-1.81,-2.93,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,-1.39,-0.86,-0.54,,,,-0.6,-0.39,-0.21,-2.42,-1.36,-1.05,-0.75,-1.03,0.28,-3.11,-2.69,-0.41,-2.54,-2.77,0.23,-0.03,-0.64,0.61,-0.2,1.16,-1.36,-4.04,-3.41,-0.62,-0.49,-0.04,-0.45,
Kosta Perovic,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.51,0.27,,,,,,,,,,
Josh Howard,,,,,,,-0.69,-0.61,-0.08,-1.72,-1.2,-0.53,-0.56,-0.78,0.23,-0.19,0.47,-0.66,2.63,1.26,1.37,3.06,1.05,2.02,2.01,1.7,0.31,3.41,1.85,1.56,3.24,1.48,1.75,
Stacey Augmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.4,1.2,-1.55,-0.29,-1.26,
Nemanja Nedovic,,,,-1.74,-1.14,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawle Marshall,,,,,,,,,,,,,,,,,,,,,,,,,-1.69,-2.18,0.49,-1.09,-0.97,-0.12,,,,
Steve Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.98,0.43,-1.41,
Kevin Jones,,,,,,,0.89,0.68,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
Devyn Marble,0.05,-0.31,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharrod Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,-0.34,-0.43,,,,
Damir Markota,,,,,,,,,,,,,,,,,,,,,,,,,-2.01,-0.59,-1.43,,,,,,,
Gal Mekel,-0.43,-0.35,-0.08,-1.39,-0.47,-0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.47,-0.04,-1.43,
Darrell Armstrong,,,,,,,,,,,,,,,,,,,,,,-2.14,-1.55,-0.6,0.01,0.28,-0.27,-0.59,-0.45,-0.14,-0.2,-1.28,1.08,
Darius Johnson-Odom,,,,-0.46,-0.47,0.01,-0.55,-0.37,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,
Dexter Pittman,,,,-0.42,-0.24,-0.18,-1.11,-0.6,-0.5,-0.58,-0.92,0.34,-0.17,0.02,-0.19,,,,,,,,,,,,,,,,,,,
Bruce Bowen,,,,,,,,,,,,,,,,,,,-0.99,-2.86,1.88,0.48,-1.66,2.14,3.98,-0.36,4.34,0.85,0.1,0.76,-0.3,-1.07,0.76,
Jalen Rose,,,,,,,,,,,,,,,,,,,,,,,,,-1.72,-1.55,-0.17,-2.14,-0.49,-1.65,-3.36,-0.35,-3.0,
Andre Dawkins,-0.74,-0.48,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Barnes,3.9,2.24,1.66,2.19,2.57,-0.38,2.32,1.34,0.99,0.71,0.72,-0.01,-0.94,-0.83,-0.11,3.47,3.07,0.4,-0.41,1.34,-1.75,-0.98,1.12,-2.1,0.51,1.6,-1.09,0.25,-0.82,1.07,-0.17,0.18,-0.34,
Antawn Jamison,,,,0.9,-0.73,1.63,-0.0,0.84,-0.84,-1.6,1.28,-2.89,-2.76,0.02,-2.78,0.36,1.31,-0.95,-1.92,-0.29,-1.63,1.68,1.66,0.02,0.61,2.65,-2.04,2.13,3.0,-0.87,1.12,1.84,-0.73,
Lionel Chalmers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,-0.89,-0.45,
Lynn Greer,,,,,,,,,,,,,,,,,,,,,,,,,-1.16,-0.33,-0.83,,,,,,,
Chuck Hayes,0.68,0.7,-0.03,0.52,-0.41,0.92,2.14,0.69,1.46,-1.61,-0.54,-1.08,2.0,1.31,0.69,1.63,-0.42,2.05,-0.27,-2.07,1.79,2.54,-0.97,3.52,3.43,-0.56,3.99,1.6,-0.29,1.89,,,,
Antoine Wright,,,,,,,,,,,,,-1.05,-0.65,-0.4,0.54,0.44,0.1,-0.13,1.36,-1.49,-2.32,-2.51,0.19,-3.35,-3.22,-0.13,-1.46,-1.81,0.35,,,,
Jeff Foster,,,,,,,,,,0.15,-0.54,0.69,2.63,1.35,1.29,0.02,0.33,-0.31,2.02,-0.04,2.06,0.15,-0.69,0.83,0.57,0.39,0.18,0.91,0.14,0.77,4.3,1.11,3.19,
Anthony Carter,,,,,,,,,,-1.25,-1.49,0.24,-0.37,-0.96,0.58,-1.65,-1.5,-0.15,-0.92,-0.93,0.0,-1.06,-0.75,-0.32,-0.37,0.01,-0.38,-1.26,-0.84,-0.41,0.05,-0.78,0.83,
Eddie Basden,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.94,0.75,,,,
Linton Johnson,,,,,,,,,,,,,,,,,,,-0.69,-0.38,-0.32,-0.99,-0.5,-0.49,0.46,-0.1,0.56,-1.45,-0.24,-1.21,-0.3,-0.12,-0.18,
Jabari Parker,-2.31,-0.95,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Dixon,,,,,,,,,,,,,,,,,,,-2.16,-1.36,-0.8,1.34,0.24,1.1,-1.35,-0.87,-0.48,-1.86,-0.47,-1.39,-1.96,-0.54,-1.42,
Taj Gibson,-1.52,-1.13,-0.39,2.15,0.53,1.62,2.04,1.05,0.99,4.29,0.63,3.67,1.67,0.19,1.48,0.74,-0.94,1.68,,,,,,,,,,,,,,,,
Andrew Bogut,1.53,-0.58,2.11,0.2,-1.12,1.32,0.1,-0.42,0.51,0.58,-1.16,1.74,0.83,-1.28,2.12,2.8,0.01,2.79,2.18,-1.18,3.36,-0.78,0.5,-1.29,-0.6,-1.0,0.4,1.63,-0.21,1.84,,,,
Jawad Williams,,,,,,,,,,,,,-2.34,-0.94,-1.4,-1.83,-0.81,-1.02,-0.26,-0.18,-0.08,,,,,,,,,,,,,
John Salmons,-2.02,-1.29,-0.73,-2.51,-1.84,-0.67,2.6,1.97,0.63,-2.31,-2.25,-0.06,-0.15,-2.41,2.26,1.14,-1.1,2.24,-4.0,-0.56,-3.44,-3.51,-2.03,-1.48,-2.13,-0.59,-1.55,-2.93,-0.91,-2.01,-2.0,-2.39,0.39,
Alex Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,-0.26,-0.2,,,,
Shavlik Randolph,-1.1,-1.11,0.02,0.84,0.26,0.57,-0.14,0.67,-0.81,,,,,,,-0.26,-0.2,-0.06,-1.31,-0.65,-0.65,-0.17,0.04,-0.21,0.51,-0.59,1.1,0.24,-0.23,0.47,,,,
Samuel Dalembert,-2.78,-2.39,-0.39,0.65,-1.18,1.83,-2.0,-1.11,-0.89,0.36,0.08,0.28,-0.16,-0.41,0.25,-1.23,-1.61,0.38,-0.16,-0.9,0.74,-0.26,-0.47,0.21,1.88,0.76,1.12,-1.0,-1.93,0.93,0.98,-0.86,1.84,
Pat Burke,,,,,,,,,,,,,,,,,,,,,,,,,-1.52,-0.88,-0.64,-1.59,-0.81,-0.77,,,,
Alex Kirk,-0.97,-0.46,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh McRoberts,0.65,0.08,0.57,0.61,0.88,-0.27,-1.54,-1.44,-0.1,-2.51,-0.53,-1.98,1.58,0.77,0.81,-0.88,0.33,-1.21,-0.78,-0.35,-0.44,0.07,-0.33,0.4,,,,,,,,,,
Ersan Ilyasova,-1.4,0.63,-2.03,-2.33,-2.29,-0.04,1.19,1.78,-0.59,0.21,1.22,-1.01,1.17,0.74,0.43,1.61,0.05,1.57,,,,,,,-3.42,-2.15,-1.27,,,,,,,
Mike James,,,,-0.96,-0.18,-0.78,0.53,0.76,-0.23,0.98,0.28,0.7,,,,-0.56,-0.53,-0.03,-3.46,-2.58,-0.88,-0.96,-1.24,0.28,-1.93,-0.81,-1.12,0.12,1.15,-1.03,2.47,1.44,1.03,
John Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.87,-0.17,-0.7,0.16,-0.3,0.46,
Garrett Temple,-1.65,-2.02,0.37,-1.35,-1.09,-0.26,0.42,-0.51,0.93,,,,-1.19,-0.2,-0.99,-0.37,-1.13,0.76,,,,,,,,,,,,,,,,
Josh Smith,-0.21,-0.99,0.78,-0.87,-0.7,-0.17,-0.23,-0.32,0.09,2.8,0.96,1.84,1.99,-0.96,2.95,1.35,0.67,0.68,1.31,0.5,0.81,1.05,-1.23,2.28,-0.46,-0.1,-0.36,-1.6,-1.62,0.03,-1.38,-1.09,-0.28,
D.J. Augustin,-2.03,-0.73,-1.3,-0.64,0.22,-0.85,-2.52,-1.56,-0.96,-2.88,-0.57,-2.32,-2.29,-0.08,-2.21,-0.01,-0.71,0.7,-1.01,0.09,-1.11,,,,,,,,,,,,,
Al Horford,1.18,0.35,0.83,0.76,-0.47,1.23,0.62,0.54,0.08,0.54,0.4,0.15,0.39,0.21,0.19,3.41,2.15,1.26,-0.54,-0.65,0.12,-0.99,-0.87,-0.11,,,,,,,,,,
Josh Selby,,,,,,,-1.74,-1.4,-0.34,-1.4,-0.75,-0.65,,,,,,,,,,,,,,,,,,,,,,
Ronald Murray,,,,,,,,,,,,,,,,-0.28,0.46,-0.74,2.44,1.57,0.87,-1.65,-0.3,-1.35,-1.25,-1.12,-0.14,-1.65,-1.32,-0.33,-4.13,-1.82,-2.3,
Michael Ruffin,,,,,,,,,,,,,,,,,,,-0.25,-0.1,-0.15,-0.31,-0.07,-0.24,-1.89,-1.88,-0.01,-1.14,-1.23,0.08,-0.43,0.31,-0.74,
Kedrick Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,-0.84,-0.5,
Chris Duhon,,,,,,,-1.34,0.1,-1.44,0.31,-0.9,1.21,-0.23,-1.3,1.06,-1.12,0.53,-1.64,-1.34,-0.13,-1.21,-0.48,-0.74,0.26,0.59,-0.63,1.22,-1.66,-1.31,-0.35,1.72,0.03,1.69,
